Data set for transition bands 0.5%..25%, using the "Blackman-Nuttall" window
----------------------------------------------------------------------------

Precise "fo", "hl" and "pwr" values for the specified "transition band" and
"attenuation" values. This data set can be used directly, or used for
obtaining equations (e.g. via the "Eureqa" application).

fo - "-3 dB" frequency offset multiplier
hl - length of half-band filter in samples (taps)
tb - transition band in percent * 0.01
pwr - power factor used in the generateBandPow() function
atten - resulting attenuation at 0.5 normalized frequency
req_atten - atten at modeling time (not important), used for check
atten_3db - resulting attenuation at -3 dB point.

fo	hl	tb	pwr	atten	req_atten	atten_3db
9.8494028931e-001	4.5651395770e+002	1.8649660404e-002	4.3330820074e-001	-57.311775	-57.21960	-3.01007
9.8629723615e-001	5.0147447483e+002	1.6969814213e-002	4.3330820074e-001	-57.287408	-57.20630	-3.01095
9.8754282356e-001	5.5092616178e+002	1.5431457866e-002	4.3330820074e-001	-57.083371	-57.06408	-3.01026
9.8864942663e-001	6.0534045638e+002	1.4057139534e-002	4.3330820074e-001	-57.260633	-57.19348	-3.01086
9.8967082454e-001	6.6518728076e+002	1.2792861953e-002	4.3330820074e-001	-57.249184	-57.18865	-3.01032
9.9061078844e-001	7.3101171272e+002	1.1631320342e-002	4.3330820074e-001	-57.094726	-57.08011	-3.01049
9.9145768733e-001	8.0342601422e+002	1.0582375613e-002	4.3330820074e-001	-57.094399	-57.08202	-3.01047
9.9222727423e-001	8.8308315097e+002	9.6287066795e-003	4.3330820074e-001	-57.100263	-57.08811	-3.01046
9.9292815502e-001	9.7070578743e+002	8.7602596758e-003	4.3330820074e-001	-57.103550	-57.09354	-3.01042
9.9356722564e-001	1.0670895636e+003	7.9686702697e-003	4.3330820074e-001	-57.105094	-57.09510	-3.01046
9.9414474931e-001	1.1731166309e+003	7.2520240130e-003	4.3330820074e-001	-57.195681	-57.16265	-3.01061
9.9467491019e-001	1.2897404968e+003	6.5957670577e-003	4.3330820074e-001	-57.187396	-57.15793	-3.01034
9.9515697767e-001	1.4180273020e+003	5.9987577859e-003	4.3330820074e-001	-57.180957	-57.15446	-3.01040
9.9559702138e-001	1.5591406033e+003	5.4540502560e-003	4.3330820074e-001	-57.110640	-57.10530	-3.01029
9.9599441497e-001	1.7143703709e+003	4.9615404200e-003	4.3330820074e-001	-57.171761	-57.14916	-3.01041
9.9635679606e-001	1.8851215282e+003	4.5124654053e-003	4.3330820074e-001	-57.170141	-57.14983	-3.01052

7.7115781324e-001	2.5105107758e+001	2.8868255237e-001	3.5073061567e-001	-48.285584	-50.20236	-3.01288
7.9423982554e-001	2.6813059878e+001	2.6267098431e-001	3.5073061567e-001	-43.753500	-44.83164	-2.99548
8.0393425990e-001	2.9138700971e+001	2.4747604965e-001	3.5073061567e-001	-47.491355	-49.36809	-3.00938
8.1517298194e-001	3.1610664940e+001	2.3235049421e-001	3.5073061567e-001	-59.887212	-50.48108	-3.00815
8.3368095955e-001	3.3999788139e+001	2.1077774533e-001	3.5073061567e-001	-46.651383	-47.22496	-3.01563
8.4495856826e-001	3.6900594622e+001	1.9564953210e-001	3.5073061567e-001	-47.710987	-49.05498	-3.00913
8.5590398653e-001	4.0071575200e+001	1.8156882514e-001	3.5073061567e-001	-48.475231	-49.59781	-3.01091
8.6651686128e-001	4.3538867784e+001	1.6836810233e-001	3.5073061567e-001	-55.328431	-50.05715	-3.00455
