Data set for transition bands 25%..45%, using the "Blackman-Nuttall" window
----------------------------------------------------------------------------

Precise "fo", "hl" and "pwr" values for the specified "transition band" and
"attenuation" values. This data set can be used directly, or used for
obtaining equations (e.g. via the "Eureqa" application).

fo - "-3 dB" frequency offset multiplier
hl - length of half-band filter in samples (taps)
tb - transition band in percent * 0.01
pwr - power factor used in the generateBandPow() function
atten - resulting attenuation at 0.5 normalized frequency
req_atten - atten at modeling time (not important), used for check
atten_3db - resulting attenuation at -3 dB point.

fo	hl	tb	pwr	atten	req_atten	atten_3db
7.7088542313e-001	2.8350831016e+001	2.8580515162e-001	3.9950755914e-001	-55.229131	-54.40179	-2.97524
7.7665223303e-001	2.8984529597e+001	2.7786598878e-001	3.9950755914e-001	-55.461588	-54.63750	-3.01729
7.8171503703e-001	2.9660714615e+001	2.7159042396e-001	3.9950755914e-001	-56.418352	-55.44343	-3.01553
7.8937673323e-001	3.0254012333e+001	2.6287340725e-001	3.9950755914e-001	-53.122199	-53.02450	-3.01001
7.9604807472e-001	3.0900480268e+001	2.5511527233e-001	3.9950755914e-001	-51.662205	-52.16173	-3.01052
8.0326271704e-001	3.1541630556e+001	2.4689567378e-001	3.9950755914e-001	-49.637566	-50.60114	-3.01028
8.0106371899e-001	3.2577061871e+001	2.4743975989e-001	3.9950755914e-001	-55.249060	-54.60526	-3.01033

6.2616543490e-001	1.9904866411e+001	4.5853095408e-001	4.6595271651e-001	-79.701723	-58.86439	-3.01843
6.2361010344e-001	2.0586022327e+001	4.5855247328e-001	4.6595271651e-001	-68.692075	-71.54574	-3.01066
6.4540772363e-001	2.0487485002e+001	4.3750698043e-001	4.6595271651e-001	-56.981283	-59.30794	-3.00207
6.6551848714e-001	2.0464442015e+001	4.1793779728e-001	4.6595271651e-001	-47.308105	-52.29299	-2.98980
6.5828026302e-001	2.1310145864e+001	4.2078835976e-001	4.6595271651e-001	-57.802586	-59.59507	-3.03119
6.6655412731e-001	2.1676994089e+001	4.1144942269e-001	4.6595271651e-001	-56.096575	-57.79047	-3.02490
6.7174036193e-001	2.2154923862e+001	4.0458804436e-001	4.6595271651e-001	-57.582979	-57.84180	-3.00694
6.7447626212e-001	2.2727007801e+001	3.9987635522e-001	4.6595271651e-001	-63.122941	-59.99279	-3.00966
6.8203739225e-001	2.3149305696e+001	3.9090296019e-001	4.6595271651e-001	-62.400949	-59.59375	-3.01007
6.8572577856e-001	2.3715533760e+001	3.8543154654e-001	4.6595271651e-001	-72.825519	-62.95182	-3.00993
6.9480778165e-001	2.4107708462e+001	3.7516942271e-001	4.6595271651e-001	-59.565601	-61.38115	-3.00990
7.0815519778e-001	2.4362922414e+001	3.6108850064e-001	4.6595271651e-001	-52.552556	-56.22653	-3.00842
7.0741698766e-001	2.5119996204e+001	3.5976419644e-001	4.6595271651e-001	-60.215902	-59.22842	-3.00753
7.1455063359e-001	2.5615289590e+001	3.5121566345e-001	4.6595271651e-001	-58.899823	-59.06908	-3.01142
7.1928678322e-001	2.6210024274e+001	3.4502387116e-001	4.6595271651e-001	-60.953760	-59.89089	-3.01088
7.2230158538e-001	2.6883645506e+001	3.4045134066e-001	4.6595271651e-001	-67.933745	-62.56679	-3.01159
7.3062543855e-001	2.7374687093e+001	3.3108835875e-001	4.6595271651e-001	-63.820957	-61.16465	-3.01309
7.3694314013e-001	2.7954208302e+001	3.2361622354e-001	4.6595271651e-001	-65.274824	-61.68995	-3.01492
7.4716227753e-001	2.8399027286e+001	3.1261575542e-001	4.6595271651e-001	-54.341692	-57.78268	-3.00197
7.4800075631e-001	2.9218208912e+001	3.1031039058e-001	4.6595271651e-001	-60.806910	-59.53604	-2.99904
7.5355987749e-001	2.9872741778e+001	3.0292073138e-001	4.6595271651e-001	-61.073013	-60.18803	-3.02410
7.5759851406e-001	3.0604899817e+001	2.9755450617e-001	4.6595271651e-001	-64.508079	-61.76733	-3.00901
7.6485353667e-001	3.1224034770e+001	2.8919441011e-001	4.6595271651e-001	-61.782622	-60.57386	-3.00958
7.7036696368e-001	3.1930585014e+001	2.8248073381e-001	4.6595271651e-001	-63.237159	-61.27826	-3.00968
7.7901006150e-001	3.2523605422e+001	2.7288830542e-001	4.6595271651e-001	-54.629116	-58.01756	-3.00878
7.7964708852e-001	3.3471942267e+001	2.7073180393e-001	4.6595271651e-001	-61.505718	-60.23928	-3.01194
7.8422807798e-001	3.4274711861e+001	2.6501520279e-001	4.6595271651e-001	-63.007687	-61.26845	-3.01107
7.8795631062e-001	3.5135916516e+001	2.6013471164e-001	4.6595271651e-001	-67.726110	-63.29124	-3.01174
7.9557711070e-001	3.5843331563e+001	2.5164255472e-001	4.6595271651e-001	-62.317961	-61.03278	-3.01310
8.0280225352e-001	3.6586367388e+001	2.4356400802e-001	4.6595271651e-001	-55.458133	-58.62902	-3.00316
8.0378652992e-001	3.7637812537e+001	2.4099222469e-001	4.6595271651e-001	-62.088672	-60.68143	-3.02256

6.3317517717e-001	1.8554532981e+001	4.5448339249e-001	4.3245726150e-001	-54.974305	-51.78284	-3.01491
6.3353041540e-001	1.9100452803e+001	4.5180980596e-001	4.3245726150e-001	-68.408777	-56.19394	-3.01755
6.3481751273e-001	1.9633578285e+001	4.4847412524e-001	4.3245726150e-001	-63.138697	-64.09329	-3.02096
6.4959765115e-001	1.9762466028e+001	4.3350807861e-001	4.3245726150e-001	-73.551809	-60.27524	-3.02278
6.6875495949e-001	1.9772236259e+001	4.1476044378e-001	4.3245726150e-001	-50.866192	-52.37183	-3.01928
6.8362330747e-001	1.9922469496e+001	3.9980512382e-001	4.3245726150e-001	-45.492535	-48.23084	-3.01172
6.7400337351e-001	2.0813024053e+001	4.0441500476e-001	4.3245726150e-001	-53.470796	-54.79855	-3.02877
6.7993661224e-001	2.1250348367e+001	3.9717170798e-001	4.3245726150e-001	-54.115949	-54.53969	-3.02121
6.8346816178e-001	2.1774762024e+001	3.9177375452e-001	4.3245726150e-001	-57.534420	-55.97209	-3.02268
6.8536377109e-001	2.2365972521e+001	3.8781493116e-001	4.3245726150e-001	-67.108594	-59.51018	-3.00872
6.9481864178e-001	2.2723472198e+001	3.7713941700e-001	4.3245726150e-001	-61.288783	-57.68941	-3.01005
7.0136947974e-001	2.3186570447e+001	3.6910392912e-001	4.3245726150e-001	-62.904899	-58.88875	-3.01042
7.1184563740e-001	2.3530696203e+001	3.5757588394e-001	4.3245726150e-001	-57.135641	-56.42020	-3.01070
7.2366941774e-001	2.3840623519e+001	3.4485724194e-001	4.3245726150e-001	-51.518608	-52.73480	-3.01081
7.2013830928e-001	2.4676248737e+001	3.4610606150e-001	4.3245726150e-001	-57.423684	-56.39396	-3.00543
7.2684853482e-001	2.5181892140e+001	3.3793181170e-001	4.3245726150e-001	-56.804975	-56.27608	-3.01040
7.3108669391e-001	2.5786988336e+001	3.3223035586e-001	4.3245726150e-001	-59.682701	-57.63264	-3.00943
7.3468273046e-001	2.6430592369e+001	3.2717073752e-001	4.3245726150e-001	-65.926451	-60.22602	-3.01312
7.4417101042e-001	2.6876406743e+001	3.1677317207e-001	4.3245726150e-001	-58.957267	-57.38228	-3.01453
7.5153455969e-001	2.7411463358e+001	3.0838036062e-001	4.3245726150e-001	-57.629010	-56.90608	-3.01591
7.6076252990e-001	2.7891334119e+001	2.9832823888e-001	4.3245726150e-001	-53.795536	-54.37907	-3.01617
7.5934502931e-001	2.8781702020e+001	2.9816864398e-001	4.3245726150e-001	-58.447366	-56.95721	-2.98942
7.6497838538e-001	2.9426844033e+001	2.9055307849e-001	4.3245726150e-001	-58.667344	-57.40034	-3.02112
