Data set for transition bands 0.5%..25%, using the "Nuttall" window
-------------------------------------------------------------------

Precise "fo", "hl" and "pwr" values for the specified "transition band" and
"attenuation" values. This data set can be used directly, or used for
obtaining equations (e.g. via the "Eureqa" application).

fo - "-3 dB" frequency offset multiplier
hl - length of half-band filter in samples (taps)
tb - transition band in percent * 0.01
pwr - power factor used in the generateBandPow() function
atten - resulting attenuation at 0.5 normalized frequency
req_atten - atten at modeling time (not important), used for check
atten_3db - resulting attenuation at -3 dB point.

fo	hl	tb	pwr	atten	req_atten	atten_3db
9.9066231062e-001	6.0411049123e+002	1.1861183617e-002	3.4108144295e-001	-46.218520	-46.21183	-3.01036
9.9150406216e-001	6.6395738530e+002	1.0791904256e-002	3.4108144295e-001	-46.219006	-46.21075	-3.01031
9.9227052426e-001	7.2978897527e+002	9.8183638997e-003	3.4108144295e-001	-46.207899	-46.20976	-3.01034
9.9296840141e-001	8.0220367221e+002	8.9319414610e-003	3.4108144295e-001	-46.205482	-46.20825	-3.01032
9.9360347091e-001	8.8186003114e+002	8.1252003567e-003	3.4108144295e-001	-46.207369	-46.20940	-3.01034
9.9418154917e-001	9.6948198987e+002	7.3908880869e-003	3.4108144295e-001	-46.208707	-46.21023	-3.01032
9.9470772835e-001	1.0658660700e+003	6.7225021542e-003	3.4108144295e-001	-46.208153	-46.20933	-3.01035
9.9518652282e-001	1.1718885980e+003	6.1143053318e-003	3.4108144295e-001	-46.212161	-46.20968	-3.01038
9.9562217439e-001	1.2885133998e+003	5.5609034772e-003	3.4108144295e-001	-46.210388	-46.21023	-3.01036
9.9601860591e-001	1.4168006057e+003	5.0573730181e-003	3.4108144295e-001	-46.208611	-46.21017	-3.01031
9.9637925483e-001	1.5579165594e+003	4.5992294025e-003	3.4108144295e-001	-46.207750	-46.20918	-3.01038
9.9670730720e-001	1.7131441721e+003	4.1825131603e-003	3.4108144295e-001	-46.209032	-46.20990	-3.01040

